0, 100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,
1, 100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,
2, 100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,
3, 100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,
4, 100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,
5, 100000,100000,100000,100000,100000,100000,4.03    ,8.598   ,4.344   ,0.014   ,-0.093  ,-0.039  ,
6, 100000,100000,100000,100000,100000,100000,4.03    ,8.598   ,4.344   ,0.014   ,-0.093  ,-0.039  ,
7, 100000,100000,100000,100000,100000,100000,4.03    ,8.598   ,4.344   ,0.014   ,-0.093  ,-0.039  ,
8, 100000,100000,100000,100000,100000,100000,4.03    ,8.598   ,4.344   ,0.014   ,-0.093  ,-0.039  ,
9, 100000,100000,100000,100000,100000,100000,4.03    ,8.598   ,4.344   ,0.014   ,-0.093  ,-0.039  ,
10, 100000,100000,100000,100000,100000,100000,4.03    ,8.598   ,4.344   ,0.014   ,-0.093  ,-0.039  ,
11, 100000,100000,100000,100000,100000,100000,4.03    ,8.598   ,4.344   ,0.014   ,-0.093  ,-0.039  ,
12, 100000,100000,100000,100000,100000,100000,4.03    ,8.598   ,4.344   ,0.014   ,-0.093  ,-0.039  ,
13, 100000,100000,100000,100000,100000,100000,4.03    ,8.598   ,4.344   ,0.014   ,-0.093  ,-0.039  ,
14, 100000,100000,100000,100000,100000,100000,4.03    ,8.598   ,4.344   ,0.014   ,-0.093  ,-0.039  ,
15, 100000,100000,100000,100000,100000,100000,4.03    ,8.598   ,4.344   ,0.014   ,-0.093  ,-0.039  ,
16, 100000,100000,100000,100000,100000,100000,4.03    ,8.598   ,4.344   ,0.014   ,-0.093  ,-0.039  ,
17, 100000,100000,100000,100000,100000,100000,4.03    ,8.598   ,4.344   ,0.014   ,-0.093  ,-0.039  ,
18, 100000,100000,100000,100000,100000,100000,4.03    ,8.598   ,4.344   ,0.014   ,-0.093  ,-0.039  ,
19, 100000,100000,100000,100000,100000,100000,4.03    ,8.598   ,4.344   ,0.014   ,-0.093  ,-0.039  ,
20, 100000,100000,100000,100000,100000,100000,4.03    ,8.598   ,4.344   ,0.014   ,-0.093  ,-0.039  ,
21, 100000,100000,100000,100000,100000,100000,4.03    ,8.598   ,4.344   ,0.014   ,-0.093  ,-0.039  ,
22, 100000,100000,100000,100000,100000,100000,4.03    ,8.598   ,4.344   ,0.014   ,-0.093  ,-0.039  ,
